z_idx,z_lo,z_hi,mass_bin,bulge_bin,mass_lo,mass_hi,bulge_lo,bulge_hi,n_barred,n_unbarred,valid,d_mass,d_bulge,d_z,q_unbarred,med_mass_u,med_bulge_u,med_z_u,delta_q,barmode
1,0.06,0.1,0,3,9.500271797180176,10.017061392466227,1.5513543675332466,1.7524639118556564,33,482,True,0.03945446014404297,-0.009156846056318058,-0.003510739654302597,0.006224066390041493,9.83646297454834,1.628865990520994,0.07422460243105888,-0.006224066390041493,strong_only
1,0.06,0.1,0,4,9.500271797180176,10.017061392466227,1.7524639118556564,3.031238183903549,11,285,False,,,,,,,,,strong_only
1,0.06,0.1,1,0,10.017061392466227,10.28447437286377,0.3829151653165051,1.2595906494532976,32,1584,True,-0.04619550704956055,-0.08019557880754835,-0.0018676631152629852,0.015151515151515152,10.160133361816406,1.1759949446880955,0.0759941041469574,0.10984848484848485,strong_only
1,0.06,0.1,1,1,10.017061392466227,10.28447437286377,1.2595906494532976,1.4013679046574006,49,1156,True,0.016848087310791016,0.00950264133144274,-0.004423338919878006,0.009515570934256055,10.16800832748413,1.3213512247182408,0.07840903475880623,0.010892592331050065,strong_only
1,0.06,0.1,1,2,10.017061392466227,10.28447437286377,1.4013679046574006,1.5513543675332466,87,800,True,0.020123958587646484,0.026331873291425723,-0.006408520042896271,0.01125,10.15227460861206,1.4660828900895488,0.08030382543802261,0.023232758620689655,strong_only
1,0.06,0.1,1,3,10.017061392466227,10.28447437286377,1.5513543675332466,1.7524639118556564,67,550,True,0.044637203216552734,0.009089897512835288,-0.008140712976455688,0.01090909090909091,10.158093929290771,1.6300597964702084,0.0804019421339035,0.004016282225237448,strong_only
1,0.06,0.1,1,4,10.017061392466227,10.28447437286377,1.7524639118556564,3.031238183903549,55,336,True,0.018817901611328125,-0.011156796710636296,-0.005149476230144501,0.044642857142857144,10.177606582641602,1.8929799575319692,0.07777883857488632,0.02808441558441558,strong_only
1,0.06,0.1,2,0,10.28447437286377,10.487129211425781,0.3829151653165051,1.2595906494532976,31,1151,True,0.0018968582153320312,0.021738366719690205,-0.002892725169658661,0.02519548218940052,10.378707885742188,1.1891769145582798,0.0777471736073494,0.03932064684285754,strong_only
1,0.06,0.1,2,1,10.28447437286377,10.487129211425781,1.2595906494532976,1.4013679046574006,71,1063,True,-0.020679473876953125,0.027402160902485262,-0.0025673657655715942,0.012229539040451553,10.38405990600586,1.3253334846819338,0.07923274487257004,0.044108489128562536,strong_only
1,0.06,0.1,2,2,10.28447437286377,10.487129211425781,1.4013679046574006,1.5513543675332466,114,785,True,0.013030052185058594,0.005107020226941206,-0.0008334033191204071,0.015286624203821656,10.389178276062012,1.47026159340467,0.07992272824048996,0.02857302491898536,strong_only
1,0.06,0.1,2,3,10.28447437286377,10.487129211425781,1.5513543675332466,1.7524639118556564,176,580,True,0.024203777313232422,0.0030976581561010796,-0.0037685222923755646,0.03620689655172414,10.383633136749268,1.6322691364380044,0.07991315424442291,0.04902037617554858,strong_only
1,0.06,0.1,2,4,10.28447437286377,10.487129211425781,1.7524639118556564,3.031238183903549,162,475,True,0.00903463363647461,-0.03531096532018574,0.0009166598320007324,0.12421052631578948,10.402799606323242,1.932425114049572,0.07814711332321167,0.03628330084470434,strong_only
1,0.06,0.1,3,0,10.487129211425781,10.67510191599528,0.3829151653165051,1.2595906494532976,27,745,False,,,,,,,,,strong_only
1,0.06,0.1,3,1,10.487129211425781,10.67510191599528,1.2595906494532976,1.4013679046574006,97,826,True,0.0033416748046875,0.013384975411946609,0.0007833465933799744,0.03026634382566586,10.576781272888184,1.330603564864266,0.08036678284406662,0.041898604627942385,strong_only
1,0.06,0.1,3,2,10.487129211425781,10.67510191599528,1.4013679046574006,1.5513543675332466,166,719,True,0.015329837799072266,0.022080810590747957,-0.0039933547377586365,0.03616133518776078,10.577956199645996,1.4711330857656384,0.08097249269485474,0.03010372505320308,strong_only
1,0.06,0.1,3,3,10.487129211425781,10.67510191599528,1.5513543675332466,1.7524639118556564,247,584,True,0.009904861450195312,0.012744193621962996,-0.0025631822645664215,0.06506849315068493,10.585282325744629,1.6384103116833328,0.08119160309433937,0.06448616271976042,strong_only
1,0.06,0.1,3,4,10.487129211425781,10.67510191599528,1.7524639118556564,3.031238183903549,365,718,True,0.003993034362792969,-0.06564333111484344,-0.004189725965261459,0.2298050139275766,10.591889381408691,1.9645601403595478,0.08014452829957008,0.049647040866943964,strong_only
1,0.06,0.1,4,0,10.67510191599528,10.885112444559732,0.3829151653165051,1.2595906494532976,33,382,True,0.017054080963134766,0.010463144072396124,-0.0056575387716293335,0.04712041884816754,10.756381511688232,1.2062865996236796,0.08023105561733246,0.04378867206092337,strong_only
