mass_bin,bulge_bin,mass_lo,mass_hi,bulge_lo,bulge_hi,n_barred,n_unbarred,k_barred,k_unbarred,valid,q_barred,q_barred_lo,q_barred_hi,q_unbarred,q_unbarred_lo,q_unbarred_hi,delta_q,delta_q_lo,delta_q_hi,sample,scheme,barmode
3,2,10.545207977294922,10.732647577921549,1.4080759317986264,1.5679604806243066,713,1495,7,23,True,0.009817671809256662,0.004763655698213291,0.020125332795903464,0.015384615384615385,0.010273229696646513,0.02298009307967299,-0.005566943575358724,-0.01469023027845008,0.0059384524920008674,agn_clean,conventional,weak_only
3,3,10.545207977294922,10.732647577921549,1.5679604806243066,1.7760225903165756,647,1123,22,20,True,0.03400309119010819,0.022560692755341637,0.05094639283717956,0.017809439002671415,0.011558055028127727,0.02734844639450966,0.016193652187436777,0.0012966342321044828,0.034253421629509756,agn_clean,conventional,weak_only
3,4,10.545207977294922,10.732647577921549,1.7760225903165756,3.245336315750976,456,847,18,45,True,0.039473684210526314,0.02511256096969713,0.06152916751400944,0.053128689492325853,0.03994110220906959,0.07035142978715303,-0.01365500528179954,-0.03607964895792844,0.012042403188778295,agn_clean,conventional,weak_only
4,0,10.732647577921549,10.933696111043295,0.3829151653165051,1.2574031013558358,170,524,9,23,True,0.052941176470588235,0.028099382825820952,0.09754072033980041,0.04389312977099236,0.029423847577688525,0.06500120749860304,0.009048046699595871,-0.023550506287370494,0.05593599227765719,agn_clean,conventional,weak_only
4,1,10.732647577921549,10.933696111043295,1.2574031013558358,1.4080759317986264,362,1008,11,30,True,0.03038674033149171,0.017050620785038762,0.05358505540102061,0.02976190476190476,0.020925702082262014,0.04216862782896897,0.0006248355695869512,-0.017589962310711024,0.025449023368200974,agn_clean,conventional,weak_only
4,2,10.732647577921549,10.933696111043295,1.4080759317986264,1.5679604806243066,504,1039,21,26,True,0.041666666666666664,0.02741172300114271,0.06285554057979224,0.025024061597690085,0.017133459793878897,0.03641394988030389,0.01664260506897658,-0.0016038459283457436,0.03925300034488102,agn_clean,conventional,weak_only
4,3,10.732647577921549,10.933696111043295,1.5679604806243066,1.7760225903165756,593,815,38,37,True,0.06408094435075885,0.04704006431966022,0.08673324790709723,0.04539877300613497,0.03311410534408696,0.061948813102668754,0.018682171344623882,-0.005072731716242774,0.044451143306568124,agn_clean,conventional,weak_only
4,4,10.732647577921549,10.933696111043295,1.7760225903165756,3.245336315750976,465,852,43,79,True,0.09247311827956989,0.06937804749311172,0.12224634307737645,0.09272300469483569,0.07503338146954411,0.11406876724349374,-0.0002498864152657987,-0.031698636365227344,0.03438200184849335,agn_clean,conventional,weak_only
5,0,10.933696111043295,12.37898349761963,0.3829151653165051,1.2574031013558358,39,178,4,13,True,0.10256410256410256,0.04061331344668381,0.23578854462856527,0.07303370786516854,0.04317502531026729,0.12093198864698143,0.029530394698934023,-0.04877762260532592,0.16605985264593442,agn_clean,conventional,weak_only
5,1,10.933696111043295,12.37898349761963,1.2574031013558358,1.4080759317986264,160,426,9,41,True,0.05625,0.029872301755764163,0.10343619645894672,0.09624413145539906,0.07173905038353605,0.1279658804907619,-0.03999413145539906,-0.0812500683194009,0.013175748501216368,agn_clean,conventional,weak_only
5,2,10.933696111043295,12.37898349761963,1.4080759317986264,1.5679604806243066,252,610,19,56,True,0.07539682539682539,0.04879689285085013,0.11474758900741902,0.09180327868852459,0.0713731449403059,0.11734245443163539,-0.016406453291699194,-0.053281999512574806,0.02793171267969529,agn_clean,conventional,weak_only
5,3,10.933696111043295,12.37898349761963,1.5679604806243066,1.7760225903165756,378,633,41,84,True,0.10846560846560846,0.08096639411081684,0.14384276905814047,0.13270142180094788,0.10847558145449034,0.16135838811606953,-0.024235813335339418,-0.06395266754758532,0.01864115987968417,agn_clean,conventional,weak_only
5,4,10.933696111043295,12.37898349761963,1.7760225903165756,3.245336315750976,269,604,38,75,True,0.1412639405204461,0.10467981983948113,0.18794967703314888,0.12417218543046357,0.10022349761366124,0.15287121415405888,0.017091755089982535,-0.029405902223877463,0.06956172404251923,agn_clean,conventional,weak_only
