mass_bin,bulge_bin,mass_lo,mass_hi,bulge_lo,bulge_hi,n_barred,n_unbarred,k_barred,k_unbarred,valid,q_barred,q_barred_lo,q_barred_hi,q_unbarred,q_unbarred_lo,q_unbarred_hi,delta_q,delta_q_lo,delta_q_hi,sample,scheme,barmode
5,1,10.93322467803955,12.37898349761963,1.2574362712275244,1.4081669343294456,275,964,101,243,True,0.36727272727272725,0.31249052166237773,0.4257119669175509,0.2520746887966805,0.22568584666701916,0.2804316112661855,0.11519803847604676,0.05351169392981734,0.1793191404566687,all,comparison,strong_only
5,2,10.93322467803955,12.37898349761963,1.4081669343294456,1.567936572450753,669,1641,293,516,True,0.43796711509715996,0.40083151524835425,0.4758110445821947,0.31444241316270566,0.2924338770173432,0.3373176733620859,0.1235247019344543,0.0799089902548317,0.16730299178376212,all,comparison,strong_only
5,3,10.93322467803955,12.37898349761963,1.567936572450753,1.775981109566201,1156,2062,590,845,True,0.5103806228373703,0.4815771947476311,0.5391152885374577,0.40979631425800195,0.3887561249539151,0.4311719733947549,0.10058430857936834,0.06471571126568146,0.13619849927419658,all,comparison,strong_only
5,4,10.93322467803955,12.37898349761963,1.775981109566201,3.245336315750976,1028,2605,571,1375,True,0.5554474708171206,0.5249206597342325,0.5855614293749726,0.527831094049904,0.5086333816444955,0.5469468451683466,0.02761637676721662,-0.008401648382874258,0.06332915685536997,all,comparison,strong_only
0,0,9.500033378601074,10.029934883117676,0.3829151653165051,1.2574362712275244,346,3783,1,70,True,0.002890173410404624,0.0005103688902239004,0.016187076976785467,0.018503832936822628,0.014672324995941642,0.023312222386057693,-0.015613659526418003,-0.02097873908312429,-0.0017757370828332866,agn_clean,comparison,strong_only
0,1,9.500033378601074,10.029934883117676,1.2574362712275244,1.4081669343294456,190,2409,1,33,True,0.005263157894736842,0.0009296815656636322,0.029205558110269425,0.0136986301369863,0.009770725178756184,0.019175005410119714,-0.00843547224224946,-0.01541900309897408,0.01582698776166654,agn_clean,comparison,strong_only
0,2,9.500033378601074,10.029934883117676,1.4081669343294456,1.567936572450753,161,1580,1,12,True,0.006211180124223602,0.00109726853276099,0.03433956187680337,0.007594936708860759,0.004349938461754271,0.013228499497196795,-0.0013837565846371571,-0.00899224667501778,0.026931184235406712,agn_clean,comparison,strong_only
0,3,9.500033378601074,10.029934883117676,1.567936572450753,1.775981109566201,90,870,2,4,True,0.022222222222222223,0.006115441986325208,0.07744526688625372,0.004597701149425287,0.0017893652182392056,0.011761672788901063,0.017624521072796936,-3.6058616988549064e-06,0.07291892777607939,agn_clean,comparison,strong_only
0,4,9.500033378601074,10.029934883117676,1.775981109566201,3.245336315750976,44,515,2,6,True,0.045454545454545456,0.012555109949594967,0.15134998437629657,0.011650485436893204,0.005350160118778077,0.025182208780000995,0.03380406001765225,-0.0017695312148731102,0.13988675457027194,agn_clean,comparison,strong_only
1,0,10.029934883117676,10.333564758300781,0.3829151653165051,1.2574362712275244,103,3665,4,71,True,0.038834951456310676,0.015203989548269223,0.09562806901213441,0.01937244201909959,0.015387452795769974,0.024363912984852548,0.019462509437211086,-0.004689864009331614,0.07639526223223819,agn_clean,comparison,strong_only
