mass_bin,bulge_bin,mass_lo,mass_hi,bulge_lo,bulge_hi,n_barred,n_unbarred,k_barred,k_unbarred,valid,q_barred,q_barred_lo,q_barred_hi,q_unbarred,q_unbarred_lo,q_unbarred_hi,delta_q,delta_q_lo,delta_q_hi,z_lo,z_hi,sample,scheme,barmode
3,1,10.756779670715332,10.891862869262695,1.34510844190082,1.4962348618435812,75,597,5,11,True,0.06666666666666667,0.028810062899493713,0.14675060058560468,0.018425460636515914,0.010319052825993486,0.032689728344691096,0.04824120603015075,0.007786394424666512,0.12873437542683513,0.1,0.15,all,comparison,strong_only
3,2,10.756779670715332,10.891862869262695,1.4962348618435812,1.6451332806655006,160,485,12,28,True,0.075,0.0434209968551096,0.1265082690406698,0.0577319587628866,0.04024169717396412,0.08217316298347563,0.017268041237113396,-0.02266447563044125,0.0716648336978363,0.1,0.15,all,comparison,strong_only
3,3,10.756779670715332,10.891862869262695,1.6451332806655006,1.8280321411876859,255,413,41,35,True,0.1607843137254902,0.12078665152578291,0.21085055687118656,0.0847457627118644,0.06156434708161985,0.11558084147424619,0.0760385510136258,0.025534936650649938,0.1312110689310286,0.1,0.15,all,comparison,strong_only
3,4,10.756779670715332,10.891862869262695,1.8280321411876859,2.7954545520584695,288,660,61,170,True,0.21180555555555555,0.1685687542882534,0.2626292644209748,0.25757575757575757,0.2256834985051813,0.2922736948155314,-0.04577020202020202,-0.10120816584034484,0.014231177726114215,0.1,0.15,all,comparison,strong_only
4,0,10.891862869262695,11.04822826385498,0.4821862755675124,1.34510844190082,25,323,3,11,False,,,,,,,,,,0.1,0.15,all,comparison,strong_only
4,1,10.891862869262695,11.04822826385498,1.34510844190082,1.4962348618435812,75,458,11,20,True,0.14666666666666667,0.08391717009472589,0.24384767859312362,0.043668122270742356,0.02844365654457466,0.06648385155017866,0.10299854439592432,0.036229862945827265,0.20136486706632523,0.1,0.15,all,comparison,strong_only
4,2,10.891862869262695,11.04822826385498,1.4962348618435812,1.6451332806655006,167,422,16,46,True,0.09580838323353294,0.05983575894215882,0.14995792385653098,0.10900473933649289,0.08272293909259597,0.14234077143975357,-0.013196356102959952,-0.06224042541616016,0.04699422267596371,0.1,0.15,all,comparison,strong_only
4,3,10.891862869262695,11.04822826385498,1.6451332806655006,1.8280321411876859,358,443,96,99,True,0.2681564245810056,0.22490656766071415,0.31632897637831436,0.2234762979683973,0.18715582065779846,0.2645512777690014,0.044680126612608284,-0.01496636606923945,0.1050106480651378,0.1,0.15,all,comparison,strong_only
4,4,10.891862869262695,11.04822826385498,1.8280321411876859,2.7954545520584695,306,803,103,328,True,0.3366013071895425,0.28597147184431615,0.39128282336648,0.40846824408468246,0.37498386701806924,0.4428242061877126,-0.07186693689513995,-0.13305282055395112,-0.007747737594557519,0.1,0.15,all,comparison,strong_only
5,0,11.04822826385498,12.334602355957033,0.4821862755675124,1.34510844190082,27,164,5,26,False,,,,,,,,,,0.1,0.15,all,comparison,strong_only
5,1,11.04822826385498,12.334602355957033,1.34510844190082,1.4962348618435812,102,412,27,99,True,0.2647058823529412,0.18876402411860904,0.3577274874797265,0.24029126213592233,0.20155491155377125,0.2838258857171564,0.024414620217018845,-0.06312068284662023,0.12517931580424763,0.1,0.15,all,comparison,strong_only
5,2,11.04822826385498,12.334602355957033,1.4962348618435812,1.6451332806655006,223,608,84,184,True,0.37668161434977576,0.31567900111305813,0.44186091118544935,0.3026315789473684,0.26744837380594977,0.3402931472367845,0.07405003540240734,0.002358246836861644,0.14811891321229453,0.1,0.15,all,comparison,strong_only
5,3,11.04822826385498,12.334602355957033,1.6451332806655006,1.8280321411876859,320,695,167,268,True,0.521875,0.4672102690965187,0.5760207614546113,0.3856115107913669,0.3501474401342885,0.4223331447063489,0.13626348920863307,0.07040977859081003,0.20098955653138895,0.1,0.15,all,comparison,strong_only
5,4,11.04822826385498,12.334602355957033,1.8280321411876859,2.7954545520584695,200,705,102,354,True,0.51,0.44118587678458643,0.5784372166878682,0.502127659574468,0.4653083486436794,0.5389239094482655,0.007872340425531976,-0.07016193126762259,0.08558536562337324,0.1,0.15,all,comparison,strong_only
0,0,9.500033378601074,9.757833003997803,0.3864016248867915,1.183200033387799,125,669,1,19,True,0.008,0.0014135951039980256,0.04392475230499521,0.028400597907324365,0.01825596080329779,0.043930247065091715,-0.020400597907324364,-0.03726922951802186,0.016929034961854123,0.02,0.06,agn_clean,comparison,strong_only
0,1,9.500033378601074,9.757833003997803,1.183200033387799,1.3036914768597134,67,577,0,7,True,0.0,0.0,0.05422613939130179,0.012131715771230503,0.0058887661590334445,0.024827806409526587,-0.012131715771230503,-0.024827806409526587,0.04245260993812788,0.02,0.06,agn_clean,comparison,strong_only
0,2,9.500033378601074,9.757833003997803,1.3036914768597134,1.4591103326268486,59,462,0,4,True,0.0,0.0,0.061129370526788386,0.008658008658008658,0.003371934683799852,0.02204756930511409,-0.008658008658008658,-0.02204756930511409,0.05269948900170847,0.02,0.06,agn_clean,comparison,strong_only
0,3,9.500033378601074,9.757833003997803,1.4591103326268486,1.7085361622827162,43,324,1,2,True,0.023255813953488372,0.004117087274333769,0.12058993440607177,0.006172839506172839,0.0016944506923207408,0.022223997111386853,0.017082974447315533,-0.007895626781872701,0.11452006682309432,0.02,0.06,agn_clean,comparison,strong_only
0,4,9.500033378601074,9.757833003997803,1.7085361622827162,3.245336315750976,18,134,0,0,False,,,,,,,,,,0.02,0.06,agn_clean,comparison,strong_only
1,0,9.757833003997803,10.006921768188477,0.3864016248867915,1.183200033387799,41,756,0,21,True,0.0,0.0,0.08566757018443186,0.027777777777777776,0.01823903737468214,0.04209125691044675,-0.027777777777777776,-0.04209125691044675,0.058419206796986825,0.02,0.06,agn_clean,comparison,strong_only
